User ID,Username,Profile Picture URL,Account Creation Date,Number of Friends,Account Type,Bio,Location,Number of Posts,Number of Likes,Number of Comments,Last Active Date,Recent Posts,Sentiment Score,Is Fake Profile
085a2954-28a4-4ef4-bf4a-5efe1319cc3f,smithmelvin,https://placekitten.com/618/997,2022-06-01,945,Business,Talk son almost woman indeed development seat.,Espinozastad,84,289,110,2022-12-20,"['Mother music mission receive available matter control fly. After animal general. Case often seven exactly suddenly class.', 'Edge agreement rather wife represent goal lawyer. Born mother performance while move.', 'Issue under single stock. Participant various happy job factor.', 'Dinner little special. Debate charge consider prepare discussion ago painting. Author language our week nearly hear. Teacher never account PM very.']",Neutral,0
53d4eb81-766b-4cb5-a4e4-aaab3045e0df,gscott,https://placekitten.com/186/507,2020-05-23,2240,Business,Nor the form stay moment close already.,North Dustinborough,83,55,219,2021-04-27,['Believe from maybe could relationship most. Keep popular here carry bar clear common. Recently series now service course serve expert.'],Neutral,1
f0ecc084-bb07-4baa-a701-b22c33471584,adamsmaurice,https://dummyimage.com/327x827,2023-09-24,674,Business,Fall see eat different finally community across budget.,Laurahaven,60,492,338,2024-03-22,['Explain sing section every their offer. Care address model feeling bill increase.\nOther wide investment name trouble. Base accept word or. Across social class everything.'],Negative,0
9115812b-893c-42ee-ab2a-e0929da6ce42,denisejohnston,https://picsum.photos/677/376,2025-03-03,1397,Business,Store religious drive include.,Lake Joshua,21,276,197,2025-03-04,"['Travel compare question authority increase how third. Medical accept range not improve find most.\nMain system push speech response business. Above around go within moment moment.', 'Similar manage throughout. Forward offer star card.\nSend institution image even game while vote game. Star wish skill the glass Democrat.', 'Fire audience happy never answer director stop. Cup religious especially politics. Voice such whole gas strategy.', 'Peace measure themselves girl involve. Amount idea strategy growth practice only. Large benefit quality exactly who professor morning there. Economic ready listen whatever.']",Positive,0
4963f59e-8204-488d-be90-6aa01afa53f2,salazarfrank,https://dummyimage.com/823x713,2022-01-11,1178,Personal,Tonight street series method.,Hamiltonmouth,59,56,260,2023-09-20,"['Operation film choice section perhaps. Final line join born.\nMonth though past mouth. Ok focus anything I police painting. Analysis do support run data.', 'Main leg cultural push tree often ability. Particularly grow reach individual. Just I while.']",Neutral,1
f47c7b2e-c5ac-4ba2-bee2-954cd5e4434a,krodriguez,https://dummyimage.com/81x162,2025-01-31,1593,Personal,Writer whom fish property western investment meeting.,Port Anthonyton,38,928,57,2025-02-06,['When enter recent arrive democratic mother. Exist information trouble cost nearly billion discuss. You authority former to nice.'],Neutral,0
43ad60bc-e2a8-4884-ac8f-899e09b05438,brian04,https://dummyimage.com/569x135,2024-11-19,1963,Business,Very can let among protect difficult so cup.,Melissaville,80,849,410,2025-01-23,"['Real bill Mrs truth will the.\nEight news kitchen per child. So answer sense big continue top first.\nMaterial easy campaign certainly style reflect race data.\nTreat religious market design ball.', 'Public project interest large. Series walk official quickly general.', 'Watch his involve dog. Style chance president. Give health bill its class country actually.\nAhead education series on avoid main. Either choose suggest. His physical to herself.', 'Impact successful worry. Western society show building hour it.\nSize thank price pressure. Usually necessary civil.\nParticular measure study ever. One author finally get certainly recognize market.', 'Rate significant heavy sell summer responsibility natural. Grow food among appear.\nReal high large local beautiful degree resource build. Republican wrong cell watch character.']",Negative,1
53aba772-f8a6-4724-bc2d-d14f0bfad529,thomas03,https://picsum.photos/719/29,2023-02-02,346,Business,Usually stay phone entire again likely serve.,Normaburgh,82,510,335,2023-08-12,"['Against wide them only buy show. You charge involve theory yet listen.\nGarden reflect threat front share child. Character product note political blue.', 'Receive national interest people. Debate prepare low high detail food can.', 'Total market eye easy five deep. Heart bad from.\nClear line forward go coach white month. Camera born story cold plan house.']",Neutral,1
36e9eb6f-9668-4dfd-ab90-744f48230634,zvelazquez,https://dummyimage.com/39x319,2023-01-27,22,Personal,Stuff sort true soon.,South Joshuaburgh,42,246,464,2024-02-13,"['News available director happen perform population. Yourself discover building young dog. Eight have maintain practice think test.', 'Work find probably goal lawyer.\nDetail across know international believe amount. Career admit wall message carry thought political. Hold then customer food. Magazine candidate ask perform behavior.', 'Idea along them area push detail most. Land business TV wish turn produce above.']",Neutral,0
3e0f5bf8-ec68-44af-92c3-2d813b331396,jenkinsmarcus,https://placekitten.com/336/143,2023-03-11,2808,Business,Development week both safe.,Brownview,57,667,220,2024-03-20,"['Stand week a college call.\nStreet positive simply you every put. After good often Democrat. Exactly collection great leave see within.', 'Result road huge sort rather identify. Wrong consider thousand us. Economic south economic research.\nHigh the few late yard investment couple piece. Against force cover serious myself when.']",Negative,1
d8a126cc-db09-4aac-b7ce-2a9c8f17b332,samanthadoyle,https://placekitten.com/398/309,2023-05-28,32,Business,Without light recognize meeting game.,Sheppardstad,5,455,309,2024-01-04,['And west method. Site toward seat physical identify. Growth create every defense. Specific hotel new society hundred health every.\nSet seat daughter beautiful single.'],Positive,1
151133f8-7b97-4b55-89a9-1bb3f486e5b1,wmoreno,https://dummyimage.com/149x853,2021-04-27,1251,Business,Force audience line music music indeed our.,Lake Darylside,60,643,154,2024-11-30,"['Morning decide player box during bit long specific. Story door total also.\nShe middle relate evening all never door. Stuff thank either only case if.', 'Think article issue reveal personal. Animal win hotel respond well poor. Woman factor group particularly.', 'Nature they dark. Source ground cultural although sound trouble mouth talk.\nFloor new majority enough money. Change responsibility senior would term instead. Medical a but might opportunity whatever.']",Positive,0
9f1bc499-99d0-4279-9632-ef0761d75c92,russelltina,https://placekitten.com/505/533,2023-08-08,1624,Personal,Trade measure world interesting sit be both.,Ericview,5,942,79,2023-08-08,"['Find discover recognize bank son answer official official. Effort nature scene morning hair quality.\nNever maintain it trial. Trade relationship management sing animal just.', 'Leader relationship office point. Skin occur gun. Deep including maintain question beautiful.', 'Season fish important between yet image head. Ok expect wrong defense beyond. Modern price himself without reduce thought.', 'Growth summer read word budget. Different food natural prove you give.\nForeign character key property. Yourself into around increase senior. Include gun there window region financial.']",Positive,1
f42dd25b-7290-4ef6-bec0-f9491e45fd28,bondcurtis,https://picsum.photos/866/667,2021-04-14,2997,Business,How agent seem lawyer eat several.,Matthewbury,6,109,88,2021-08-30,"['Art structure contain after else. Rule structure how market why glass recognize. Subject west box activity check develop.', 'Last whom current table lose they. Someone produce degree process. Democrat daughter Mrs red hair matter marriage.', 'Site likely seek nor chair door. Field price sometimes without grow mother edge.\nKid identify try executive that character. Enjoy student star seven sell evidence senior Mr.\nManage at age.', 'Do policy item control audience stay sense choose. Particularly gas cultural interest left population when. Else only forget seek bag.']",Negative,0
f2afcc2f-f714-4127-a45e-afb7a5505f91,tbrown,https://picsum.photos/374/349,2020-11-28,1705,Business,Goal thought raise cost compare quite.,Riverabury,94,751,199,2024-11-08,"['Customer eat avoid year across. Both join try pick indeed.\nLaw bank money star deal. Yard whom bit stand serve.', 'She specific interest president tend. Relate skill fact source.\nThem policy administration spend bag market enter. House contain home part economic how compare success. Pick note claim single upon.']",Positive,0
9d211a61-2672-4cfe-80cc-b4ef46db06b7,david50,https://placekitten.com/864/585,2020-07-13,4031,Business,Into hard issue charge song.,Miachester,43,752,245,2021-11-09,"['Democrat anyone discuss fast traditional scene thus. Recently go image movement case peace. Recent thank thank pay huge.', 'Kitchen several describe require. State list whether it.\nSuccess respond carry order agreement ok. Nation position herself student. Heavy remember loss bad.', 'Population technology finish begin. Him goal child military idea. Theory case mention she might former.']",Positive,0
b7b40ce4-f975-49da-86e4-fa8719012999,jennifer82,https://dummyimage.com/968x120,2023-02-16,626,Personal,Try skin wish meet.,Erinfort,95,789,123,2024-07-08,"['Media prevent south. Industry realize color type material economy hand. Economic adult wait position live find ahead.', 'Area box reveal current quality. Agency movie artist such southern rise hot.\nProbably general upon group pick yeah order perform. Great get into high third instead.', 'That modern change education show. Unit body guess term figure beautiful.\nTell sign close other plan. Describe wide least.\nAll drive production past. Magazine chance page here we.']",Neutral,1
e241fa00-0b06-4fb7-a70b-31f74035bfa3,gregoryjones,https://picsum.photos/755/723,2023-03-26,3892,Business,Oil ability energy happen international response light beyond.,Debrafort,86,37,82,2024-07-18,"['Involve camera professional unit very maintain. Sound prove serious enter even. Specific run responsibility change.', 'Minute else offer front few whom chance. Close memory base hold remember seek party on.']",Positive,1
456ddebc-533c-422c-b015-5af606b7d0e3,kelleymatthew,https://dummyimage.com/409x182,2023-02-26,3007,Personal,Alone approach possible and benefit reality skill.,Port Cynthia,61,791,127,2023-11-16,"['Or finally husband. Manage mind enjoy receive difficult. Under politics provide will interview on.', 'Class old kid significant serious. Get family law believe memory allow. Simple church administration officer receive goal.']",Neutral,0
a45fe888-2420-4d07-81fe-6093d5163472,michellecontreras,https://placekitten.com/601/103,2023-02-01,823,Business,Animal standard that action different security city successful.,Christineton,74,912,98,2025-01-05,"['Size girl yourself common woman become customer. Turn soon issue military reality statement. Street forget bag face be myself drop body.\nSkill dream world network example rich street everyone.', 'Beautiful member question. Six common tough law drug.\nEnergy surface require understand a. Water mother music media teacher.', 'Try instead civil leg. Natural those citizen city later agency source.\nDoor magazine popular head blood special figure.']",Neutral,0
d80b5912-f9c7-4149-8820-53681691c404,xwright,https://dummyimage.com/613x443,2023-01-14,1223,Business,His PM hear.,Reyesville,69,745,438,2024-10-11,"['Writer special range finish recent employee people because.', 'Central hospital take few yeah. Which south either small when list.\nData education down force game show. Occur finish must two.', 'With view fly could player. Our street mission. Wall stuff occur.\nThousand others it. Mrs off under blood view on.']",Neutral,1
d507efe0-2656-412d-bd66-6a79a7ff0b41,katrinajohnson,https://placekitten.com/120/169,2021-01-15,1737,Business,Choice worry partner.,South Lauren,56,709,337,2022-05-01,"['Meet impact successful character Democrat guess. Write little other. Real make ever no.', 'Do defense exactly pull. Series stay lose beautiful spend relate everything something. Instead occur decision space two step specific.']",Negative,1
6784e0b1-8531-40b3-9c77-bd95ebb968d5,bwilliams,https://picsum.photos/526/136,2020-10-09,3077,Personal,Truth dark picture open itself present.,Gordonshire,44,891,134,2022-09-29,"['Not large next. Country paper sense consider reality involve. Guess order off art stand.\nToward writer indeed join also pick child. Think scene stop off join. Boy nearly long huge around.', 'Animal voice society system water rise. Court continue by good reality out including. Support window serious himself.\nLeave five method always from hold. East necessary address.', 'Green plant any.\nIncrease understand risk speech build our. Day despite explain believe animal fall building. Environmental think effort middle including goal.', 'Include price couple. Science natural old however well knowledge federal.\nDifference school management trial base front.\nBegin series couple card. Senior food none worry.']",Negative,0
aabff283-5c31-46f6-81b9-539f3c47c089,ashleycampbell,https://dummyimage.com/618x792,2021-05-31,4063,Business,Church wait wife attack road your.,Chenmouth,34,812,240,2021-07-17,"['Remain or address.\nDecide their toward trip a police. Week pressure behind film sea thing hospital.\nSign style compare type. Traditional whole type meeting crime economic oil project.', 'Couple history deep could item really focus. Chance heart approach minute issue operation follow. Pay bring hotel type.\nFamily tell feeling travel. Inside market can alone begin say.', 'Fact morning check question many attack not season. Picture who it choose week nature.\nOption capital production if range base speak. Board state but.']",Positive,0
c9883eea-e342-4f65-8ef7-b26c2eb96a1a,xtownsend,https://placekitten.com/267/968,2024-09-08,54,Personal,Star instead where most prevent stand free.,Melaniechester,43,954,424,2024-11-30,"['World final somebody themselves. Industry environmental anyone water course Democrat across.\nCourt here night after yourself happy. Democratic style yet order either different.', 'Before expect least tough style sister debate. Great improve base reflect.\nParty travel population describe water foreign. Shoulder yes owner talk compare.', 'Organization color surface discuss itself score seat. Finish shoulder feel training sign office then. Light community nearly product last.', 'Born everything fact scene thought. At week fight peace dark.\nWithout behavior bank modern rock stop board. Edge exactly write point Congress. Body determine talk strong.', 'Spring build sort wait project address special. Board listen really bar boy as.\nWish everybody easy off somebody computer public. Buy base dinner international.']",Neutral,1
c0986fb8-2218-4e16-8948-9f60fa212253,dellis,https://dummyimage.com/863x271,2022-11-14,3676,Business,Discussion child real exactly become show.,Stewartland,12,778,204,2023-08-08,"['Senior size seat between old list culture. Window simple team woman.\nSound through number commercial while tonight interest. Argue receive many. Return sound name water finally.', 'Gun time box president important stuff. Other us present camera walk effect voice.', 'Car candidate program pick family just game. Explain left other shake body.\nLeader side report mission finish then second. Our expect eye research. Civil enjoy card available.', 'Serious environmental guy cell. Forward away water level.\nChallenge think answer television. Record whole leader list.', 'Season note research cut soldier. Example what deal better north. Maybe traditional company appear green prepare.\nChoose late now. Authority budget mind.']",Neutral,1
4bc31d7e-dfda-4d68-9b88-56a4868c74cb,wyoung,https://picsum.photos/814/56,2023-06-27,3241,Business,Upon down recognize campaign hour place.,Monicachester,55,229,202,2024-11-10,"['Everything glass himself expect suffer whose. Would civil apply room expert life later need.', 'Charge become general this among. Imagine security reason reduce water.\nLittle lay particular sound. Employee process car go that me group.', 'Film friend tend during how be. With religious relationship no until. Protect ten second discuss such easy. Happen knowledge public.', 'Great among tell loss public pay against. These amount talk hit. Wear else everything leader significant start mouth.']",Neutral,1
dafa5738-2b5c-4121-b8d5-6d0fb9dfb7d6,yowen,https://placekitten.com/750/558,2020-08-14,1573,Business,Game human green occur.,North Christophermouth,64,138,108,2024-05-30,"['Debate born save firm everything power. Walk them drop window according finally.\nDog back guy that risk green our. Head generation mention old change quite research we.', 'Once road whose edge piece pay section. Late smile free party which. Law charge stuff space marriage receive.\nCover recently save sign answer on move but. Country right case pull which give.', 'Anyone specific listen crime organization. Effect start term international smile important station. Travel accept chair fall first within.', 'Evidence cold prevent maintain perhaps speech college.\nTalk nor mother. Religious hour pass newspaper resource tonight.']",Neutral,0
aec3b00f-24f4-4fe3-90ab-802463d21c63,amandathomas,https://placekitten.com/557/290,2020-04-02,656,Business,Rest effect friend respond western oil.,West Brian,7,152,281,2023-03-11,['Nation fear environmental policy him. Well those near nice. Add government treat onto fund.'],Positive,0
d0b0a9b7-2aa7-4b7c-8f01-c64e5966a418,whays,https://placekitten.com/685/917,2020-09-04,2346,Personal,Bill until wonder yard democratic.,New Debra,85,758,198,2023-02-15,"['Report word enter audience stock. Common home vote probably environmental director. School child pressure movement stand.\nWhatever source network. Effect there south past need story woman.', 'Suddenly artist major. Research usually summer person. Carry road pick glass deep.\nWest close same. Step cold it one perhaps beat. Until already as a. Member knowledge use director.', 'Expert house off them over data. Throw Congress film deep table protect.\nReal type hand daughter down magazine help. Everybody side million while for region. Race green full wait ready why here sell.']",Negative,0
a1789ccd-8399-4b0b-8618-7c70a6d0533e,kristen13,https://placekitten.com/798/774,2023-09-18,1498,Business,Indicate tax cold.,Hestertown,55,33,89,2023-11-03,"['Us rich with popular not support political. Win deal but month change. Son author attorney particularly method only.', 'Surface fear whose quite none man boy. Of social fine top machine rather popular. Billion or poor.', 'Budget our game whom. Century sign head short foot before much drop.\nFree either once poor kitchen would agree. Area month medical over work. Fight wall college difficult also determine of.', 'Whatever positive every suffer. Former nation anything word today couple who.\nWhether respond baby create six investment. National century one write kind.']",Negative,0
d5ddc3cd-4402-4d0f-8358-d0f4abcb9f42,elizabethlopez,https://picsum.photos/565/946,2020-10-27,3400,Personal,Admit away truth through.,West Edward,46,683,245,2021-04-19,"['Hold perhaps bank baby miss. Child serious list want sit man. Keep less data adult over.\nCapital because not election. Forget good to hundred imagine. Purpose upon age wind take itself.', 'Possible former method thousand along TV. Administration interview program none author certain.\nEmployee quite source itself. Close trade mention meet tree analysis political.', 'Management mother son prevent. Serious best adult seem tough low beautiful.\nImagine far name letter. Right direction population its pressure success.', 'Under woman above great. Agree character daughter indeed price.\nImagine quite around difficult kid. Staff hotel get all bed expect. College nature conference send baby her model.', 'Floor simply image month. Feel doctor art remain. Without nor information yes.\nSkin Mrs true concern choice contain condition.']",Neutral,0
7427621d-3447-4b9f-a4cf-2f1fcba24b8d,brandon66,https://picsum.photos/930/279,2024-01-07,2123,Personal,Standard rise trip color carry certain mission.,East Kim,41,845,349,2025-01-26,"['Service dinner property dream trouble. Politics account trial main attention free.', 'Summer including wait prevent fall animal six. Easy visit on. Watch information tax you until even.', 'Able company economy. Onto hold central record talk trade significant.\nHappen wish long anything. Around hot use letter everyone. Move something respond Congress every teacher camera fire.', 'Finally amount sister industry whole seek test. Walk truth evidence industry reduce do member. Speech total them join allow.\nEvent the capital suffer management mean. Ever sister agent Mr.', 'Girl they policy prevent series article.\nDog common music fund hotel look. Benefit them himself specific phone her help. Provide maintain century you to wish small once.']",Positive,1
cc408b6e-914d-43f7-b485-c7a3674a9c5d,jacobsonrobert,https://dummyimage.com/212x160,2025-01-31,4704,Business,Send party leader increase.,Brittanyhaven,22,803,354,2025-03-02,"['Significant hear left nearly money. Stay sell still parent back nor yet. System trial fall difficult simply.\nInstitution recognize speech sign mind. Much measure force.', 'Baby project learn through. Business watch back pass during big week whom. Visit drug manager political value discuss its.', 'Member if film determine. About eye physical all. Customer sign plan such.\nCondition it house by before one baby. Blue science order really worry.', 'Attention team level car week true dinner. Ever where owner either.\nThank herself strong room yourself.\nBook fight idea allow speak popular word. Assume sound only including.', 'Right other same son most together least. Off experience leave activity baby style court. As sort behind lead the president scene.']",Positive,1
f5faa539-6491-487c-9f49-bcd680cdbc1c,rebeccahart,https://picsum.photos/77/134,2024-08-02,2937,Personal,Main figure during poor.,Orrhaven,15,307,94,2024-08-22,['Assume life today tell message end political how. Full candidate board wrong use. Onto person long inside example boy decade.'],Negative,1
335d28f1-d2ab-4935-b86d-81fe35dea1b7,erin65,https://placekitten.com/873/995,2021-09-09,2926,Business,Card land she then south investment technology.,Jensenborough,88,685,98,2024-06-16,['Ago white ten sort environmental thousand building consider. Several there even strong live appear finally. What agency care.'],Neutral,0
c3e20efe-5d3a-4233-a2be-cbe65cd0725a,mhartman,https://picsum.photos/77/415,2024-10-31,114,Business,Happy could evidence.,South Carlos,67,218,415,2024-11-09,"['Story opportunity catch city upon notice. Picture consumer begin event party outside. Individual for wife step want benefit night.', 'Air family space situation stay carry. Many within student there number professor environmental. Difficult manager cover boy south.', 'Age laugh herself evening between thought here. Cover now expert alone. Chance use ten.']",Neutral,1
9eacf336-4612-48a6-89a8-aaa32fab1dc1,amy09,https://picsum.photos/755/891,2021-04-28,3256,Business,Able nice best since various usually baby.,Perezfort,19,956,10,2021-06-26,['Town ever keep course break low anyone. Blue war go. Game stay artist family.\nElection beautiful finally probably order guy decade. Up step condition bring.'],Positive,1
14c6e4e7-e5fb-4f1e-a99a-54ae07a3b0be,joshua57,https://placekitten.com/98/202,2023-09-22,1673,Personal,Response which onto other.,North Timothy,3,183,445,2024-06-12,"['Pattern no statement bed now. We admit key across somebody improve star.\nMarket late sing employee many. Stand vote statement rule response capital.', 'Water risk character give work election. Marriage take exactly top those serious.\nBorn husband gas those. From put about color. International than executive school.', 'Risk likely ahead edge lawyer rather probably. Stock eye degree two travel trouble year not. Raise past business such she cold.\nFrom stop there happy reality. Sound moment crime set sell.']",Neutral,0
d4a7bc47-4606-480e-aae6-9e83521da46e,teresatanner,https://dummyimage.com/295x389,2022-12-05,2338,Personal,Beyond long mean local.,Loganview,41,192,74,2023-08-23,"['Break modern air.\nUnder situation exist response attorney price. Score chance road clear actually.', 'Manager nothing clearly possible between. Discover likely simply eight station reveal anything.', 'Itself hard moment daughter. Mind say ago phone.\nDecision staff church war his machine. Project attorney notice religious growth involve president. Foreign push tax word.', 'Across adult something increase green stuff market. Once sense perhaps pattern wide building manage cell. Cup mouth whose lead upon pass.\nVoice Mr price offer.']",Negative,0
cf037288-d1a8-440d-8b58-8073968b6544,jorge55,https://picsum.photos/306/515,2021-12-12,4058,Personal,Sound reduce cause view.,Petersport,34,129,54,2023-09-29,"['Woman hope billion investment measure body. Check seat shake environment must great.', 'Friend drop within better itself. Right person at woman.\nPm card land system. Thought bank he amount question later century.\nEveryone environmental election begin. Evidence though almost must.', 'Technology plant front deep TV exist fine. Mouth painting study. Morning together art least.\nTree main decide its success all than impact.\nMuch road actually.']",Neutral,1
7bde4eae-a12a-4a7b-bfe2-106cd2cbe5f9,bhill,https://dummyimage.com/466x45,2020-06-22,1193,Business,Such into international article government level.,Moyerfurt,96,735,299,2023-04-12,"['Miss degree but control he. Suddenly accept describe material. Movie better program marriage.', 'Break worry nation doctor claim. Bill believe man call return try.\nBed try write friend. Much agency because. Degree TV class off allow long.']",Neutral,0
d79ad2f0-c305-4885-a94b-686d8ec0a5e2,brendaschmidt,https://placekitten.com/1014/389,2022-03-07,1081,Business,Wall performance sometimes there.,North Roy,56,19,373,2025-02-28,"['See rather actually chair agree. However paper event opportunity citizen.\nBelieve who partner election doctor.', 'Soon training story more or. Really face tough can write. According this loss in.\nWar majority not in professor I. Ahead station game rise. Hope director heavy lawyer where specific.', 'Door front forward true step contain show. Nearly south house lawyer reality.']",Neutral,0
6399bfae-018e-4972-8dbb-d4aa2e3fac67,keith30,https://dummyimage.com/941x529,2022-03-17,2007,Business,Feeling water conference their accept live.,Lake Walterside,96,93,328,2023-04-12,"['Because effort list cost. Know treat candidate big different receive.\nDifferent early information prepare. Them beat nature build hundred.\nRecognize system go fly mention.', 'Would agreement some have. Especially mention between must home form. Area need knowledge none technology other.\nFactor see end color. Campaign thus well both.\nSouth nothing your call through.']",Positive,1
630f24c5-12c6-45f6-a2ef-99f9067da8df,andre96,https://picsum.photos/622/567,2024-01-22,3619,Personal,Idea center provide science against federal.,North James,41,10,426,2024-12-22,"['Financial them involve effort evening design. Wear can pretty area.\nBecause half thousand recently. Fish boy later green speech mention project.\nType available ten reduce.', 'Admit week mention figure position door could. Light hot establish feeling. Question worker occur actually item truth voice population.']",Negative,1
74c023a7-4982-46ac-9984-71fac19dc4a3,ndelacruz,https://dummyimage.com/53x243,2022-04-26,2207,Business,Occur standard sit husband among account practice from.,New Darrenville,100,663,311,2023-04-01,"['Heart hear treatment strategy employee quite. Discuss else civil listen mother never heart.\nBack involve against likely key risk. Reduce yes way low.', 'Worry make these hand physical drug who police. Song light baby word card child. Nation production full address.\nLike suggest cultural story animal quality. Fly pretty company thought fight change.', 'Various country on soon. Push forget practice size next.\nAge eat military now sell up.\nNone have agent writer experience statement sometimes.', 'Some under then foot. Movie first loss wonder early condition remember.', 'Save economy about buy sense. Hard model house huge black.\nWriter ready will office. Large author set. Above Congress life main.']",Negative,0
f6f0f00a-bb9c-4697-9ea0-a8372c6925c3,rebecca04,https://dummyimage.com/465x223,2022-05-25,4394,Personal,Product according civil manage scientist purpose.,West Amanda,98,797,135,2024-05-24,['Firm check wrong pass success operation if. Election activity loss.\nRegion hospital keep doctor.\nMoment find serve everything.\nBut teach get social.'],Negative,0
9dda4964-18dd-46b9-a4f6-d2bea10febf9,fbarnes,https://dummyimage.com/14x420,2022-09-04,4901,Business,West coach once civil national.,Port Walterport,68,273,51,2024-07-31,['Game draw performance whether sure collection loss. Back hospital of record on special.\nTake suffer truth decade. Position particular population production local.'],Positive,0
4d2fee8d-0eb3-4805-a3c0-8891f2be26bc,courtneyferguson,https://placekitten.com/119/244,2023-09-03,931,Personal,Business vote long girl film performance good seat.,North Lisatown,73,816,132,2024-03-02,"['However any ball office see.\nSoldier realize participant social. Mean so determine meeting girl day. Throughout something once safe federal drive.', 'Read I western memory information start material. Company operation deep cost. Attack develop break store member.\nPlant machine movie church receive machine final.', 'Top free sport detail his. Professional oil view music movement.\nLoss throw on wind. Close now face reveal born who.', 'Tax certainly small chance radio threat home. Suffer prepare conference foot.\nBut four often total yeah political. Sense group enjoy movement election turn green instead. Also black certain old.', 'Writer beat recent. Entire during summer lawyer themselves. Per whose risk apply stage.\nPrevent realize civil. Oil happy medical find five sport series white. Fear campaign camera.']",Positive,1
dddb5eac-c4fa-46d6-b1d8-c9da6e6fd8e4,jesse72,https://placekitten.com/503/835,2024-08-08,1906,Personal,Media way beyond general support rest newspaper.,Debramouth,37,86,1,2025-02-25,['Recent audience possible understand stand according. Decade myself statement factor similar. Back player model produce training.\nParticipant admit evidence.'],Negative,0
7b17bf56-8906-44e2-93f1-ea32442a43b3,wmiller,https://placekitten.com/784/937,2023-11-22,1799,Business,Commercial rock brother attorney morning sound imagine traditional.,West Amanda,73,78,212,2025-02-26,"['Building little young try focus prove. Factor daughter town impact policy. Body hundred mission manage test city. Suddenly begin walk.\nStatement after kid common however vote member.', 'Front require beyond actually knowledge bar. Same site assume around picture pass three.\nFather rise hospital hold.', 'Page budget do practice security. Kid from save manage final.\nSite against show. Several describe nothing hundred trip arm science. Result newspaper Republican much trouble seat activity TV.', 'Those just without PM. Size treat kind main art hospital brother total. Culture can news law election.', 'Cultural program police. Far serve quickly detail look age spend.']",Positive,0
e27768c1-7c02-4260-a8d0-507d6525f110,carrie60,https://placekitten.com/878/359,2020-11-18,1152,Personal,Improve reason follow relationship.,New Edward,87,781,413,2022-08-24,"['Audience near book edge. Cold class difference wonder question rock. Leave culture foreign task.\nIn imagine ball style eat build bad. Prevent according trade international clearly.', 'Field your choose can. During present relationship offer. Less white minute style strong.', 'Industry herself character take study weight later its. Present ten bit painting.', 'Card agency big stay. When result line range.\nCouple conference national high treatment bank support. Fine world hard home radio ground age. Its statement though whatever relate site return.']",Negative,1
3c65f3db-8d1c-4a34-9077-3db7fee37187,upeterson,https://placekitten.com/753/300,2024-02-08,4495,Business,Choice cover medical once.,South Ryan,24,269,491,2024-06-13,"['Economic Congress hotel tree customer medical news. Effect open look learn including miss recent. Police learn its two people season.', 'Police would simply call war movie. Film usually security respond prepare production trip every. Then recognize song pretty.\nWriter behavior card drug fund. Four must also wonder believe.', 'Republican with perhaps management bring green finally mission. Next ever site easy too.\nTurn really air whatever.\nTrouble suddenly group west blue certainly. Your maintain receive arm.', 'Bit born ball. Address traditional only majority evidence fear against. Recognize lay modern.\nUsually although present. Response individual wish arrive career nearly.']",Positive,0
b17f739d-1909-462e-aa48-85e7a5a93fff,francisbrady,https://dummyimage.com/284x88,2021-03-04,2836,Business,Few food point civil easy research everything.,Craigview,42,706,349,2024-01-26,['Program power although nation produce authority environment. Such ready level police particularly.\nKid thank hand hospital see. Sort other seem sound within bag parent.'],Neutral,1
bd11bb97-4ee0-40bb-a04c-ec29f620c1db,bethhall,https://placekitten.com/180/947,2023-08-13,3652,Personal,Situation range foreign claim.,Stoneburgh,27,776,468,2023-09-05,['Program travel remember that. Administration station its agreement seven fire worry. Because loss ask floor back conference.'],Positive,0
80593dc8-23ee-44c7-92d1-3a2c81d106be,paulmiles,https://picsum.photos/845/849,2022-10-24,2378,Personal,Image analysis reach field loss.,West Richardburgh,71,453,334,2022-12-13,['Shoulder war nearly need. Learn though attorney citizen. Create head data strategy various loss seem.'],Positive,0
880fb52f-00de-4182-93f7-edb98aca77a2,meaganrussell,https://placekitten.com/54/666,2024-07-02,2750,Business,City early agent oil draw.,Luistown,33,444,433,2025-02-16,"['Experience discuss figure join run. Side structure end beautiful get father hospital onto. Teacher chair outside home buy president present policy.', 'Key interest boy list year fact decide. Speak sit camera image.\nDraw court bill to enough young. Material player reveal radio meeting eight. Line available true agent bank.', 'Every sell huge process own cost. Upon deal else beat seven young.\nThat speak reveal capital. Special laugh fast but lead marriage usually.']",Negative,1
02180517-e19e-4cc3-9d5c-9635deea9090,beckywillis,https://picsum.photos/653/765,2023-07-13,1627,Business,Professional office chair hand professor certainly.,Steeleton,32,618,354,2024-04-08,"['Rich sister simple service walk.\nPush traditional reduce consider close. Main condition issue detail.\nBad professor pattern. As lot record together.', 'Office its weight fight water politics positive. A care lead. Into name story.\nInclude appear capital. Ever I item just son.', 'State sing probably conference friend political help. Run card light person. Draw manager point explain first current lead.', 'Beautiful theory usually how so over. Phone issue significant fight bit improve audience. Since know market small.\nHead baby determine. Enter job history magazine society learn pass.']",Neutral,0
